alto_cm,categoria_Escultura,categoria_Pintura,categoria_Ilustración,categoria_Fotografía,peso_kg,material_Tabla de madera,ancho_cm,tecnica_Técnica mixta,es_original,con_certificado,material_Lienzo,precio_base
85.7,1,0,0,0,10.6,0,33.4,0,1,1,0,10700.0
43.7,1,0,0,0,3.16,0,44.7,0,0,0,0,6350.0
63.5,1,0,0,0,11.65,0,19.8,0,0,0,0,7300.0
81.6,1,0,0,0,13.01,0,21.0,0,1,1,0,9050.0
29.0,1,0,0,0,9.38,0,33.3,0,0,0,0,5300.0
89.0,1,0,0,0,9.23,0,33.9,0,0,0,0,9000.0
34.1,1,0,0,0,2.52,0,46.8,0,0,0,0,7200.0
61.4,1,0,0,0,8.67,0,28.7,0,1,1,0,9700.0
56.6,1,0,0,0,3.53,0,33.2,0,1,1,0,10700.0
68.1,1,0,0,0,3.52,0,26.8,0,1,0,0,10100.0
75.3,1,0,0,0,10.2,0,28.9,0,1,0,0,8450.0
86.0,1,0,0,0,3.01,0,51.2,0,1,0,0,10850.0
78.3,1,0,0,0,11.54,0,51.9,0,0,0,0,7100.0
69.0,1,0,0,0,7.91,0,20.6,0,1,1,0,10150.0
37.7,1,0,0,0,10.96,0,34.2,0,0,0,0,5750.0
40.8,1,0,0,0,7.42,0,58.0,0,1,0,0,9800.0
33.9,1,0,0,0,6.91,0,50.1,0,1,1,0,9600.0
41.2,1,0,0,0,14.57,0,34.7,0,1,0,0,9200.0
28.2,1,0,0,0,13.27,0,17.2,0,0,0,0,8900.0
42.1,1,0,0,0,3.54,0,64.7,0,0,0,0,10150.0
28.1,1,0,0,0,7.46,0,59.8,0,0,0,0,9050.0
59.4,1,0,0,0,14.97,0,48.2,0,1,0,0,10650.0
46.1,1,0,0,0,5.87,0,61.5,0,1,0,0,9500.0
34.8,1,0,0,0,5.86,0,17.4,0,1,1,0,10550.0
47.2,1,0,0,0,14.38,0,35.1,0,1,1,0,10200.0
82.0,1,0,0,0,7.21,0,38.8,0,0,0,0,10050.0
84.2,1,0,0,0,7.08,0,40.7,0,1,0,0,8850.0
25.8,1,0,0,0,9.43,0,58.8,0,1,0,0,10650.0
57.4,1,0,0,0,3.82,0,15.3,0,1,0,0,9350.0
28.8,1,0,0,0,1.71,0,15.7,0,0,0,0,7300.0
73.9,1,0,0,0,3.07,0,22.4,0,0,0,0,6850.0
23.6,1,0,0,0,11.13,0,15.4,0,0,0,0,7050.0
57.0,1,0,0,0,2.36,0,36.1,0,0,0,0,8900.0
52.8,1,0,0,0,9.43,0,36.9,0,1,0,0,10200.0
45.0,1,0,0,0,13.58,0,22.9,0,1,1,0,9350.0
31.7,1,0,0,0,6.38,0,20.9,0,1,0,0,7750.0
48.9,1,0,0,0,13.01,0,35.5,0,0,0,0,7250.0
20.6,1,0,0,0,13.93,0,29.0,0,1,0,0,9250.0
22.6,1,0,0,0,11.49,0,31.7,0,1,0,0,8500.0
70.9,1,0,0,0,2.31,0,64.3,0,1,0,0,10700.0
27.4,1,0,0,0,12.01,0,40.8,0,1,1,0,10500.0
81.0,1,0,0,0,14.95,0,44.2,0,1,0,0,10850.0
53.1,1,0,0,0,6.49,0,52.3,0,0,0,0,7350.0
54.0,1,0,0,0,9.46,0,54.6,0,1,0,0,9800.0
47.1,1,0,0,0,2.12,0,60.0,0,1,0,0,8800.0
87.0,1,0,0,0,8.29,0,41.1,0,1,0,0,10700.0
48.1,1,0,0,0,1.81,0,17.2,0,1,0,0,7500.0
30.8,1,0,0,0,2.3,0,62.6,0,0,0,0,8150.0
34.2,1,0,0,0,8.16,0,52.6,0,0,0,0,7050.0
58.8,1,0,0,0,11.8,0,44.3,0,1,1,0,10200.0
87.3,1,0,0,0,12.47,0,42.8,0,0,0,0,9300.0
23.2,1,0,0,0,5.56,0,52.0,0,1,1,0,10750.0
39.1,1,0,0,0,4.34,0,48.1,0,0,0,0,8500.0
28.7,1,0,0,0,1.63,0,33.5,0,1,0,0,10750.0
24.6,1,0,0,0,5.0,0,21.4,0,1,1,0,10100.0
20.1,1,0,0,0,10.28,0,36.4,0,0,0,0,7450.0
81.9,1,0,0,0,7.17,0,26.2,0,1,1,0,9700.0
31.5,1,0,0,0,2.81,0,30.5,0,1,0,0,8850.0
56.4,1,0,0,0,9.6,0,26.8,0,1,1,0,9100.0
23.8,1,0,0,0,2.87,0,45.5,0,1,1,0,9350.0
52.5,1,0,0,0,2.87,0,36.4,0,1,0,0,10200.0
83.3,1,0,0,0,6.3,0,21.3,0,1,0,0,7650.0
30.3,1,0,0,0,6.48,0,30.4,0,1,0,0,8550.0
64.8,1,0,0,0,4.06,0,25.1,0,1,0,0,10350.0
35.3,1,0,0,0,12.94,0,28.1,0,1,1,0,9800.0
36.8,1,0,0,0,14.21,0,55.5,0,0,0,0,8500.0
68.6,1,0,0,0,10.09,0,30.9,0,0,0,0,7650.0
79.6,1,0,0,0,4.32,0,63.4,0,1,0,0,9500.0
32.5,1,0,0,0,8.02,0,50.6,0,0,0,0,8150.0
80.4,1,0,0,0,13.5,0,34.8,0,1,0,0,10700.0
49.8,1,0,0,0,12.36,0,38.4,0,1,1,0,10550.0
26.9,1,0,0,0,4.2,0,18.6,0,1,1,0,9450.0
39.7,1,0,0,0,14.27,0,32.3,0,0,0,0,5900.0
36.4,1,0,0,0,7.83,0,44.4,0,0,0,0,7300.0
42.8,1,0,0,0,13.95,0,16.2,0,1,0,0,9800.0
57.4,1,0,0,0,9.19,0,24.4,0,1,0,0,10300.0
24.9,1,0,0,0,4.65,0,63.1,0,1,1,0,9800.0
20.5,1,0,0,0,6.89,0,22.1,0,0,0,0,8500.0
44.3,1,0,0,0,6.78,0,57.1,0,0,0,0,6850.0
36.8,1,0,0,0,9.98,0,58.5,0,1,0,0,10650.0
55.3,1,0,0,0,3.73,0,54.0,0,1,1,0,10700.0
20.8,1,0,0,0,5.92,0,20.7,0,1,0,0,10600.0
32.4,1,0,0,0,3.77,0,21.2,0,1,1,0,9250.0
47.3,1,0,0,0,1.56,0,30.4,0,0,0,0,6850.0
77.4,1,0,0,0,14.44,0,49.0,0,1,0,0,9300.0
82.0,1,0,0,0,8.24,0,35.6,0,0,0,0,8050.0
43.2,1,0,0,0,5.79,0,46.8,0,0,0,0,9000.0
36.3,1,0,0,0,5.67,0,45.8,0,1,0,0,8550.0
71.7,1,0,0,0,10.19,0,31.4,0,0,0,0,8050.0
34.4,1,0,0,0,14.84,0,17.7,0,0,0,0,6650.0
24.9,1,0,0,0,3.41,0,24.6,0,1,1,0,8800.0
70.5,1,0,0,0,4.86,0,27.2,0,1,0,0,10150.0
55.4,1,0,0,0,12.56,0,51.7,0,0,0,0,10200.0
52.5,1,0,0,0,9.68,0,37.7,0,1,1,0,10100.0
55.7,1,0,0,0,10.9,0,39.4,0,1,0,0,10200.0
86.1,1,0,0,0,9.31,0,22.4,0,1,1,0,9950.0
72.4,1,0,0,0,5.66,0,61.5,0,0,0,0,8550.0
46.2,1,0,0,0,3.96,0,50.2,0,0,0,0,9600.0
26.8,1,0,0,0,9.64,0,41.1,0,0,0,0,6700.0
86.6,1,0,0,0,7.6,0,52.6,0,1,0,0,9950.0
29.0,1,0,0,0,10.59,0,54.8,0,1,0,0,9900.0
89.5,1,0,0,0,5.91,0,16.5,0,1,1,0,8950.0
40.4,1,0,0,0,9.49,0,20.6,0,1,0,0,8600.0
79.3,1,0,0,0,6.43,0,64.0,0,1,0,0,10100.0
55.0,1,0,0,0,3.47,0,37.8,0,1,0,0,10050.0
89.4,1,0,0,0,10.65,0,42.4,0,0,0,0,9250.0
42.6,1,0,0,0,2.23,0,54.6,0,0,0,0,8250.0
71.5,1,0,0,0,9.27,0,15.5,0,1,0,0,10550.0
75.6,1,0,0,0,10.2,0,24.1,0,1,0,0,9700.0
24.5,1,0,0,0,12.55,0,56.9,0,1,0,0,10200.0
65.7,1,0,0,0,11.67,0,19.4,0,1,1,0,10450.0
39.4,1,0,0,0,8.92,0,51.5,0,1,0,0,9400.0
89.7,1,0,0,0,6.52,0,49.8,0,1,0,0,10200.0
57.2,1,0,0,0,5.95,0,49.2,0,1,0,0,8550.0
32.3,1,0,0,0,12.59,0,51.4,0,1,0,0,10300.0
44.2,1,0,0,0,8.68,0,52.1,0,1,0,0,10800.0
69.5,1,0,0,0,11.04,0,27.5,0,1,0,0,9100.0
48.5,1,0,0,0,2.57,0,30.6,0,1,0,0,8100.0
87.5,1,0,0,0,8.57,0,48.7,0,1,1,0,10400.0
20.4,1,0,0,0,2.95,0,38.0,0,1,0,0,8400.0
20.5,1,0,0,0,7.85,0,53.5,0,1,1,0,10300.0
20.4,1,0,0,0,2.99,0,59.2,0,1,1,0,10000.0
76.0,1,0,0,0,11.82,0,50.7,0,0,0,0,9850.0
55.0,1,0,0,0,10.66,0,53.4,0,1,0,0,10550.0
37.5,1,0,0,0,14.92,0,53.3,0,1,0,0,9850.0
36.1,1,0,0,0,14.87,0,21.6,0,0,0,0,7050.0
49.8,1,0,0,0,2.2,0,18.1,0,1,1,0,10900.0
53.0,1,0,0,0,4.0,0,60.4,0,0,0,0,8450.0
36.7,1,0,0,0,2.68,0,28.8,0,1,0,0,8600.0
85.9,1,0,0,0,7.9,0,46.0,0,0,0,0,8200.0
20.1,1,0,0,0,6.48,0,32.4,0,1,0,0,9900.0
71.1,1,0,0,0,1.71,0,29.0,0,1,0,0,8950.0
42.7,1,0,0,0,13.09,0,25.2,0,1,0,0,10700.0
86.0,1,0,0,0,5.69,0,24.0,0,0,0,0,8550.0
106.4,0,0,0,0,0.98,0,41.5,0,1,1,0,4350.0
78.3,0,0,0,0,0.44,0,44.1,0,1,0,0,3550.0
103.3,0,0,0,0,1.84,0,131.1,0,0,0,0,3650.0
76.4,0,0,0,0,1.58,0,52.6,0,1,1,0,4250.0
92.1,0,0,0,0,1.99,0,158.6,0,1,1,0,5350.0
40.5,0,0,0,0,1.17,0,84.7,0,1,0,0,3550.0
57.7,0,0,0,0,1.53,0,115.0,0,1,0,0,4300.0
97.1,0,0,0,0,0.88,0,159.3,0,1,0,0,4750.0
87.3,0,0,0,0,0.32,0,132.9,0,1,0,0,4750.0
90.1,0,0,0,0,1.41,0,97.8,0,0,0,0,3950.0
76.4,0,0,0,0,1.11,0,51.9,0,1,0,0,3850.0
69.3,0,0,0,0,0.69,0,176.6,0,1,1,0,4650.0
95.3,0,0,0,0,1.69,0,50.5,0,1,1,0,4050.0
89.3,0,0,0,0,1.67,0,72.9,0,1,1,0,4300.0
106.5,0,0,0,0,1.1,0,102.5,0,1,1,0,4400.0
74.8,0,0,0,0,0.55,0,157.1,0,1,0,0,5000.0
49.7,0,0,0,0,0.29,0,121.6,0,1,0,0,4550.0
67.4,0,0,0,0,0.88,0,95.5,0,1,0,0,3400.0
28.4,0,0,0,0,2.17,0,158.1,0,0,0,0,2600.0
77.8,0,0,0,0,0.76,0,124.8,0,0,0,0,3150.0
54.7,0,0,0,0,2.08,0,97.6,0,1,1,0,4700.0
43.1,0,0,0,0,1.25,0,139.9,0,1,0,0,4100.0
98.8,0,0,0,0,0.82,0,172.7,0,1,1,0,4700.0
32.9,0,0,0,0,1.93,0,164.8,0,1,1,0,5150.0
31.6,0,0,0,0,0.94,0,128.5,0,0,0,0,3350.0
92.3,0,0,0,0,1.86,0,129.5,0,0,0,0,3300.0
76.1,0,0,0,0,0.64,0,58.5,0,1,0,0,3650.0
60.2,0,0,0,0,1.18,0,79.5,0,0,0,0,2900.0
96.8,0,0,0,0,0.85,0,131.7,0,1,0,0,4800.0
78.8,0,0,0,0,1.74,0,103.0,0,0,0,0,3000.0
102.2,0,0,0,0,1.11,0,125.0,0,0,0,0,3550.0
27.8,0,0,0,0,2.13,0,29.1,0,1,0,0,3100.0
93.1,0,0,0,0,1.66,0,114.6,0,0,0,0,3900.0
96.7,0,0,0,0,1.47,0,122.2,0,0,0,0,3000.0
73.6,0,0,0,0,2.46,0,28.9,0,1,0,0,3700.0
48.4,0,0,0,0,1.67,0,169.9,0,1,1,0,4750.0
33.6,0,0,0,0,1.32,0,148.3,0,1,1,0,4800.0
35.0,0,0,0,0,2.49,0,78.1,0,1,1,0,3650.0
101.4,0,0,0,0,0.39,0,29.6,0,1,1,0,3500.0
39.7,0,0,0,0,0.85,0,131.5,0,1,0,0,3950.0
94.4,0,0,0,0,1.19,0,121.6,0,1,1,0,4400.0
58.9,0,0,0,0,1.19,0,42.8,0,1,1,0,3600.0
73.2,0,0,0,0,0.35,0,74.8,0,1,1,0,5200.0
94.1,0,0,0,0,1.34,0,55.7,0,1,1,0,4300.0
102.5,0,0,0,0,1.13,0,69.1,0,0,0,0,2650.0
89.1,0,0,0,0,0.92,0,87.1,0,1,1,0,4650.0
36.8,0,0,0,0,1.87,0,179.0,0,1,1,0,4350.0
29.1,0,0,0,0,1.78,0,72.2,0,0,0,0,2550.0
79.1,0,0,0,0,0.75,0,128.6,0,1,0,0,4150.0
84.1,0,0,0,0,0.69,0,36.6,0,1,0,0,4450.0
80.7,0,0,0,0,0.5,0,156.4,0,0,0,0,3650.0
105.9,0,0,0,0,1.26,0,114.5,0,1,1,0,4900.0
55.1,0,0,0,0,1.19,0,57.9,0,1,0,0,3500.0
69.1,0,0,0,0,0.77,0,41.9,0,1,1,0,4250.0
87.4,0,0,0,0,0.67,0,161.3,0,0,0,0,3000.0
39.5,0,0,0,0,0.96,0,130.6,0,1,0,0,4050.0
66.5,0,0,0,0,2.08,0,63.4,0,1,0,0,4550.0
109.1,0,0,0,0,1.04,0,64.9,0,1,1,0,4300.0
55.4,0,0,0,0,1.8,0,29.8,0,1,1,0,4600.0
100.5,0,0,0,0,2.49,0,85.6,0,1,1,0,4100.0
103.8,0,0,0,0,1.4,0,47.8,0,1,0,0,3750.0
51.0,0,0,0,0,0.2,0,91.7,0,1,1,0,4400.0
49.7,0,0,0,0,0.77,0,30.0,0,1,1,0,4550.0
83.1,0,0,0,0,1.47,0,55.9,0,1,1,0,4700.0
67.8,0,0,0,0,1.01,0,131.2,0,1,0,0,5000.0
35.8,0,0,0,0,0.87,0,109.2,0,0,0,0,3050.0
94.9,0,0,0,0,2.19,0,112.6,0,1,0,0,4300.0
50.6,0,0,0,0,0.21,0,73.2,0,1,0,0,3150.0
58.2,0,0,0,0,1.31,0,168.5,0,1,1,0,3950.0
40.7,0,0,0,0,0.59,0,151.9,0,1,0,0,3550.0
64.4,0,0,0,0,0.85,0,151.1,0,1,1,0,3800.0
48.5,0,0,0,0,2.17,0,177.2,0,1,1,0,4000.0
91.7,0,0,0,0,0.36,0,127.1,0,0,0,0,4150.0
74.7,0,0,0,0,0.27,0,153.6,0,1,1,0,4400.0
89.2,0,0,0,0,1.61,0,90.1,0,1,0,0,4000.0
41.6,0,0,0,0,0.72,0,101.1,0,1,0,0,3800.0
73.3,0,0,0,0,1.77,0,159.0,0,0,0,0,3350.0
93.1,0,0,0,0,2.21,0,93.0,0,1,1,0,4400.0
58.2,0,0,0,0,0.56,0,80.5,0,1,0,0,3450.0
27.7,0,0,0,0,2.24,0,90.3,0,1,1,0,3550.0
100.4,0,0,0,0,1.86,0,99.2,0,1,0,0,4450.0
72.0,0,0,0,0,1.8,0,33.1,0,1,0,0,4200.0
32.8,0,0,0,0,1.93,0,26.6,0,0,0,0,2900.0
40.4,0,0,0,0,1.71,0,31.8,0,1,1,0,4550.0
62.7,0,0,0,0,1.47,0,71.9,0,0,0,0,3000.0
48.8,0,0,0,0,2.44,0,56.6,0,1,0,0,3550.0
26.8,0,0,0,0,1.55,0,154.6,0,1,0,0,4150.0
40.7,0,0,0,0,0.9,0,91.8,0,1,1,0,4650.0
98.6,0,0,0,0,1.93,0,146.3,0,0,0,0,3850.0
38.8,0,0,0,0,2.33,0,84.1,0,1,1,0,4400.0
47.8,0,0,0,0,1.97,0,63.8,0,1,1,0,4450.0
79.2,0,0,0,0,1.53,0,111.3,0,1,0,0,4350.0
37.5,0,0,0,0,0.46,0,120.8,0,1,0,0,4300.0
76.0,0,0,0,0,1.22,0,79.2,0,1,1,0,3800.0
53.5,0,0,0,0,1.28,0,88.3,0,0,0,0,2600.0
104.9,0,0,0,0,1.71,0,83.7,0,1,0,0,4200.0
76.6,0,0,0,0,0.93,0,127.2,0,1,0,0,3800.0
62.8,0,0,0,0,0.38,0,173.4,0,1,1,0,4550.0
76.5,0,0,0,0,0.47,0,148.4,0,1,0,0,4500.0
47.4,0,0,0,0,1.91,0,111.0,0,1,1,0,4150.0
84.2,0,0,0,0,0.97,0,62.4,0,0,0,0,3950.0
88.0,0,0,0,0,1.81,0,92.5,0,1,0,0,3900.0
52.2,0,0,0,0,0.84,0,52.4,0,0,0,0,3050.0
94.2,0,0,0,0,0.68,0,138.9,0,1,0,0,4450.0
104.8,0,0,0,0,0.44,0,65.2,0,1,1,0,4800.0
66.5,0,0,0,0,0.85,0,152.5,0,0,0,0,3950.0
32.4,0,0,0,0,1.74,0,46.2,0,0,0,0,3000.0
85.1,0,0,0,0,1.2,0,73.8,0,0,0,0,2500.0
36.6,0,0,0,0,1.75,0,83.3,0,1,1,0,4050.0
25.3,0,0,0,0,0.68,0,35.4,0,1,0,0,3100.0
81.8,0,0,0,0,1.58,0,101.0,0,1,1,0,5050.0
34.8,0,0,0,0,0.46,0,97.0,0,1,0,0,3500.0
100.6,0,0,0,0,1.98,0,146.3,0,1,1,0,5050.0
63.0,0,0,0,0,1.43,0,59.3,0,0,0,0,3000.0
91.3,0,0,0,0,1.96,0,76.7,0,1,1,0,4800.0
53.2,0,0,0,0,2.36,0,58.4,0,1,1,0,4050.0
27.9,0,0,0,0,1.07,0,141.2,0,1,0,0,4650.0
41.5,0,0,0,0,0.94,0,118.9,0,1,1,0,3950.0
107.2,0,0,0,0,2.29,0,112.0,0,1,1,0,4300.0
58.8,0,0,0,0,1.5,0,61.0,0,1,1,0,4450.0
59.3,0,0,0,0,2.13,0,154.9,0,0,0,0,3000.0
99.1,0,0,0,0,1.49,0,66.6,0,1,0,0,4000.0
56.9,0,0,0,0,1.92,0,142.3,0,1,0,0,3300.0
58.9,0,0,0,0,0.88,0,71.0,0,0,0,0,2850.0
93.2,0,0,0,0,1.59,0,172.6,0,1,1,0,5550.0
37.8,0,0,0,0,0.92,0,35.4,0,1,0,0,4200.0
78.4,0,0,0,0,2.09,0,168.8,0,0,0,0,4050.0
87.1,0,0,0,0,0.44,0,68.4,0,0,0,0,3950.0
42.8,0,0,0,0,0.7,0,25.4,0,0,0,0,2200.0
81.5,0,0,0,0,0.47,0,75.7,0,1,1,0,4850.0
105.4,0,0,0,0,2.13,0,154.2,0,1,0,0,4950.0
90.5,0,0,0,0,1.62,0,78.6,0,0,0,0,2450.0
74.8,0,0,0,0,2.31,0,75.9,0,1,1,0,5100.0
98.4,0,0,0,0,1.65,0,168.8,0,1,0,0,4550.0
32.0,0,0,0,0,1.22,0,154.3,0,1,1,0,4450.0
101.3,0,0,0,0,1.86,0,51.2,0,1,1,0,3800.0
62.7,0,0,0,0,1.36,0,67.7,0,1,0,0,3650.0
73.1,0,0,0,0,0.41,0,96.8,0,1,1,0,4350.0
51.2,0,0,0,0,2.19,0,130.5,0,1,0,0,3800.0
100.1,0,0,0,0,1.8,0,52.5,0,1,0,0,4150.0
38.2,0,0,0,0,1.2,0,113.2,0,1,0,0,3450.0
43.6,0,0,0,0,1.39,0,65.4,0,1,0,0,4300.0
98.9,0,0,0,0,0.97,0,26.2,0,1,1,0,3700.0
87.1,0,0,0,0,1.86,0,98.4,0,1,0,0,3500.0
75.4,0,0,0,0,0.89,0,50.4,0,1,0,0,3750.0
93.1,0,0,0,0,0.2,0,96.1,0,1,0,0,3700.0
25.4,0,0,0,0,1.46,0,49.7,0,1,1,0,3850.0
59.0,0,0,0,0,1.75,0,75.7,0,0,0,0,2700.0
56.4,0,0,0,0,1.6,0,77.7,0,0,0,0,3750.0
61.2,0,0,0,0,2.09,0,69.2,0,1,0,0,4250.0
80.7,0,0,0,0,0.57,0,87.7,0,1,0,0,3400.0
76.3,0,0,0,0,1.06,0,149.4,0,1,1,0,4150.0
53.7,0,0,0,0,0.65,0,169.8,0,0,0,0,3750.0
46.4,0,0,0,0,2.08,0,77.3,0,1,1,0,4000.0
46.1,0,0,0,0,1.87,0,38.0,0,1,0,0,3750.0
28.3,0,0,0,0,2.07,0,119.4,0,1,0,0,3550.0
96.1,0,0,0,0,0.64,0,92.2,0,1,1,0,4500.0
88.5,0,0,0,0,1.74,0,145.6,0,1,0,0,4250.0
33.3,0,0,0,0,0.71,0,59.8,0,1,0,0,4350.0
54.0,0,0,0,0,1.26,0,78.7,0,1,1,0,4400.0
32.1,0,0,0,0,0.9,0,140.9,0,0,0,0,2650.0
72.3,0,0,0,0,2.32,0,101.1,0,1,0,0,3300.0
71.8,0,0,0,0,2.27,0,79.6,0,1,0,0,3650.0
44.1,0,0,0,0,0.86,0,87.6,0,0,0,0,3400.0
83.1,0,0,0,0,1.16,0,40.2,0,1,1,0,3500.0
39.1,0,0,0,0,2.39,0,122.0,0,1,0,0,4150.0
39.9,0,0,0,0,0.94,0,170.3,0,1,0,0,4200.0
93.3,0,0,0,0,2.29,0,154.9,0,1,0,0,4750.0
100.1,0,0,0,0,1.6,0,108.3,0,0,0,0,3700.0
59.0,0,0,0,0,1.21,0,168.7,0,0,0,0,3150.0
80.8,0,0,0,0,1.31,0,47.0,0,1,1,0,3900.0
53.1,0,0,0,0,0.83,0,94.8,0,1,1,0,4100.0
65.4,0,0,0,0,1.91,0,93.2,0,1,1,0,4650.0
56.0,0,0,0,0,1.39,0,103.8,0,1,0,0,4100.0
99.0,0,0,0,0,1.07,0,99.7,0,1,1,0,4400.0
96.4,0,0,0,0,1.41,0,156.1,0,1,1,0,4900.0
45.8,0,0,0,0,2.35,0,148.6,0,0,0,0,3000.0
69.4,0,0,0,0,1.55,0,34.4,0,1,0,0,3500.0
41.8,0,0,0,0,1.32,0,109.1,0,1,0,0,3150.0
66.9,0,0,0,0,1.38,0,52.4,0,0,0,0,3850.0
66.4,0,0,0,0,1.28,0,74.5,0,1,1,0,3700.0
43.1,0,0,0,0,1.42,0,102.8,0,1,1,0,3850.0
52.7,0,0,0,0,1.57,0,105.1,0,1,0,0,3800.0
95.5,0,0,0,0,1.5,0,73.9,0,0,0,0,3650.0
94.6,0,0,0,0,0.79,0,56.3,0,0,0,0,2550.0
97.8,0,0,0,0,0.95,0,41.6,0,1,0,0,4400.0
30.0,0,0,0,0,1.44,0,33.7,0,1,1,0,4500.0
72.8,0,0,0,0,1.46,0,92.9,0,1,0,0,4500.0
40.7,0,0,0,0,0.97,0,97.6,0,1,0,0,4050.0
102.6,0,0,0,0,1.21,0,104.4,0,1,0,0,4050.0
107.8,0,0,0,0,2.04,0,146.0,0,0,0,0,4050.0
80.3,0,0,0,0,0.98,0,36.3,0,1,0,0,3750.0
61.3,0,0,0,0,1.75,0,65.1,0,1,0,0,4550.0
51.2,0,0,0,0,2.37,0,40.6,0,1,1,0,3950.0
44.8,0,0,0,0,0.26,0,167.6,0,0,0,0,3100.0
58.9,0,0,0,0,2.07,0,56.9,0,1,1,0,4700.0
42.9,0,0,0,0,1.3,0,39.1,0,1,0,0,4250.0
105.4,0,0,0,0,1.81,0,126.1,0,1,0,0,3600.0
73.0,0,0,0,0,1.8,0,44.8,0,0,0,0,3500.0
104.6,0,0,0,0,2.06,0,174.6,0,1,0,0,4700.0
91.6,0,0,0,0,0.28,0,76.4,0,0,0,0,2800.0
101.3,0,0,0,0,0.46,0,39.3,0,1,0,0,3750.0
106.3,0,0,0,0,1.33,0,128.6,0,0,0,0,3500.0
49.0,0,0,0,0,0.78,0,120.3,0,1,1,0,4200.0
56.9,0,0,0,0,2.16,0,47.5,0,1,0,0,3700.0
26.0,0,0,0,0,0.63,0,99.5,0,0,0,0,2950.0
53.7,0,0,0,0,2.06,0,163.3,0,1,0,0,4000.0
33.0,0,0,0,0,0.48,0,176.1,0,1,1,0,4000.0
37.0,0,0,0,0,0.66,0,130.5,0,1,0,0,3650.0
56.8,0,0,0,0,1.66,0,40.5,0,1,0,0,3200.0
58.1,0,0,0,0,1.3,0,105.9,0,1,0,0,4000.0
37.2,0,0,0,0,2.06,0,152.5,0,0,0,0,3300.0
36.9,0,0,0,0,1.55,0,87.2,0,1,1,0,4500.0
44.7,0,0,0,0,1.44,0,92.9,0,1,1,0,4300.0
74.7,0,0,0,0,2.03,0,160.8,0,0,0,0,3350.0
96.1,0,0,0,0,1.67,0,174.3,0,0,0,0,3500.0
23.0,0,0,1,0,0.5,0,29.0,0,1,0,0,1800.0
21.5,0,0,1,0,0.52,0,29.3,0,1,1,0,2300.0
43.3,0,0,1,0,0.33,0,42.6,0,0,0,0,1850.0
23.6,0,0,1,0,0.5,0,61.8,0,1,0,0,2100.0
47.7,0,0,1,0,0.38,0,31.4,0,0,0,0,2050.0
31.4,0,0,1,0,0.56,0,37.2,0,1,0,0,2300.0
50.7,0,0,1,0,0.27,0,30.8,0,1,1,0,2500.0
39.7,0,0,1,0,0.24,0,51.7,0,1,0,0,2450.0
34.9,0,0,1,0,0.38,0,47.0,0,1,0,0,2550.0
52.4,0,0,1,0,0.26,0,62.5,0,1,0,0,3050.0
23.8,0,0,1,0,0.21,0,58.1,0,1,0,0,2000.0
35.5,0,0,1,0,0.17,0,55.6,0,1,0,0,2200.0
55.0,0,0,1,0,0.48,0,27.1,0,1,0,0,2300.0
46.2,0,0,1,0,0.15,0,38.3,0,1,0,0,2200.0
38.0,0,0,1,0,0.3,0,32.4,0,1,0,0,2250.0
20.1,0,0,1,0,0.11,0,64.4,0,1,1,0,2400.0
51.4,0,0,1,0,0.4,0,61.5,0,1,0,0,2450.0
32.6,0,0,1,0,0.36,0,32.2,0,0,0,0,1850.0
43.9,0,0,1,0,0.36,0,37.8,0,1,0,0,2250.0
23.0,0,0,1,0,0.15,0,26.0,0,1,0,0,2400.0
43.1,0,0,1,0,0.37,0,54.6,0,1,1,0,2450.0
43.7,0,0,1,0,0.27,0,61.6,0,1,1,0,2700.0
34.7,0,0,1,0,0.51,0,25.4,0,1,0,0,2050.0
43.0,0,0,1,0,0.55,0,29.6,0,1,1,0,2250.0
34.2,0,0,1,0,0.2,0,60.4,0,1,0,0,2200.0
28.7,0,0,1,0,0.32,0,49.6,0,1,0,0,2300.0
53.2,0,0,1,0,0.2,0,39.0,0,1,1,0,2400.0
41.7,0,0,1,0,0.18,0,36.5,0,1,1,0,2700.0
20.1,0,0,1,0,0.29,0,27.3,0,1,0,0,2100.0
42.1,0,0,1,0,0.59,0,38.8,0,1,0,0,2150.0
21.5,0,0,1,0,0.54,0,41.4,0,0,0,0,1850.0
33.1,0,0,1,0,0.3,0,38.0,0,1,1,0,2500.0
27.7,0,0,1,0,0.15,0,30.7,0,1,1,0,2600.0
20.9,0,0,1,0,0.38,0,33.3,0,1,0,0,2350.0
52.4,0,0,1,0,0.31,0,31.1,0,1,0,0,2200.0
24.9,0,0,1,0,0.29,0,40.2,0,1,1,0,2800.0
51.9,0,0,1,0,0.17,0,27.8,0,1,1,0,2600.0
20.6,0,0,1,0,0.31,0,60.6,0,1,0,0,2250.0
36.2,0,0,1,0,0.12,0,42.3,0,1,0,0,2200.0
21.3,0,0,1,0,0.45,0,51.9,0,1,0,0,2350.0
52.9,0,0,1,0,0.14,0,61.8,0,1,1,0,3000.0
48.0,0,0,1,0,0.1,0,59.5,0,1,0,0,2400.0
37.1,0,0,1,0,0.59,0,32.9,0,1,1,0,2800.0
45.2,0,0,1,0,0.14,0,53.1,0,1,1,0,2750.0
46.5,0,0,1,0,0.43,0,46.2,0,0,0,0,1850.0
20.4,0,0,1,0,0.14,0,54.8,0,1,0,0,2200.0
47.5,0,0,1,0,0.6,0,37.5,0,1,0,0,2300.0
